Jenis Kelamin,Umur_Group,Wilayah,Tanggapan,Tanggapan_Final,Dimensi,Sentimen
Perempuan,12-14 tahun,Tapsel,makanan yang sama ituitu saja kaya indomie dan sayur,makan sama ituitu kaya indomie sayur,2. Kesehatan,Netral
Perempuan,12-14 tahun,Tapsel,air putih,air putih,Lainnya,Netral
Perempuan,12-14 tahun,Tapsel,perasaaannya bosan kadang kurang rasa juga menunya juga ituitu saja,perasaaannya bosan kadang kurang rasa menu ituitu,Lainnya,Netral
Perempuan,12-14 tahun,Tapsel,saya merasa pegal dan sakit,rasa pegal sakit,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,badan rasanya sakit semua dan pegalpegal,badan rasa sakit semua pegalpegal,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,aku ingin sandaran ke orang karna merasa sangat dan lelah dan sedih kehilangan,aku sandar orang karna rasa sangat lelah sedih hilang,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,aku ingin sandaran ke orang karna merasa sangat dan lelah dan sedih kehilangan,aku sandar orang karna rasa sangat lelah sedih hilang,3. Perlindungan Anak,Negatif
Perempuan,12-14 tahun,Tapsel,sakit hati karna mengalami ini,sakit hati karna alami,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,menyakitkan kehilangan keluarga dan rumah,sakit hilang keluarga rumah,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,menyakitkan kehilangan keluarga dan rumah,sakit hilang keluarga rumah,3. Perlindungan Anak,Negatif
Perempuan,12-14 tahun,Tapsel,menyakitkan kehilangan keluarga dan rumah,sakit hilang keluarga rumah,4. Kesejahteraan Sosial,Negatif
Perempuan,12-14 tahun,Tapsel,saya merasa terpuruk gak tenang dan selalu merasa sedih,rasa puruk gak tenang selalu rasa sedih,3. Perlindungan Anak,Negatif
Perempuan,12-14 tahun,Tapsel,saya merasa sakit dan berat,rasa sakit berat,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,saya sakit hati karna banyak kehilangan harta benda,sakit hati karna banyak hilang harta benda,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,saya sakit hati karna banyak kehilangan harta benda,sakit hati karna banyak hilang harta benda,4. Kesejahteraan Sosial,Negatif
Perempuan,12-14 tahun,Tapsel,sakit hati dan sedih karna gak bisa ketemu dengan kampung halaman yang dulu,sakit hati sedih karna gak ketemu kampung halaman dulu,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,sakit hati dan sedih karna gak bisa ketemu dengan kampung halaman yang dulu,sakit hati sedih karna gak ketemu kampung halaman dulu,3. Perlindungan Anak,Negatif
Perempuan,12-14 tahun,Tapsel,menyakitkan karna kehilangan keluarga jadi sunyi,sakit karna hilang keluarga jadi sunyi,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,menyakitkan karna kehilangan keluarga jadi sunyi,sakit karna hilang keluarga jadi sunyi,3. Perlindungan Anak,Negatif
Perempuan,12-14 tahun,Tapsel,sakit hati karna gak bisa ketemu ayah lagi di pemakaman saat bulan ramadhan,sakit hati karna gak ketemu ayah di makam bulan ramadhan,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,setelah kena banjir pinggang saya sakit karna banyak kena tokok kayu,kena banjir pinggang sakit karna banyak kena tokok kayu,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,sakit pegal dan pernah sakit selama minggu setelah banjir,sakit pegal pernah sakit lama minggu banjir,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,sakit perut bekas operasi kambuh lagi karna sempat naik turun setelah banjir jadi sampai muntah,sakit perut bekas operasi kambuh karna sempat naik turun banjir jadi muntah,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,sakit perut panas pegal sampai demam,sakit perut panas pegal demam,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,sering sakit perut karna kedinginan jadi masuk angin,sering sakit perut karna dingin jadi masuk angin,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,sering sakit perut karna kedinginan jadi masuk angin,sering sakit perut karna dingin jadi masuk angin,6. Harapan Anak,Negatif
Perempuan,12-14 tahun,Tapsel,saya merasa mual muntah sakit perut dan sakit pinggang,rasa mual muntah sakit perut sakit pinggang,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,saya suka sakit pinggang kalo jalan jauh,suka sakit pinggang kalo jalan jauh,2. Kesehatan,Netral
Perempuan,12-14 tahun,Tapsel,tangan pegal karna sering disuruhsuruh orangtua,tangan pegal karna sering disuruhsuruh orangtua,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,tangan saya pegal karna sering bawa dan angkatair minum,tangan pegal karna sering bawa angkatair minum,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,sakit pegal nahan untuk pegangan saat banjir,sakit pegal nahan pegang banjir,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,sakit pegal nyeri,sakit pegal nyeri,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,sakit karna harus banyak yang dikerjakan,sakit karna banyak kerja,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,rasanya kram saat mencuci baju,rasa kram cuci baju,Lainnya,Netral
Perempuan,12-14 tahun,Tapsel,setelah banjir saya tidak bisa gendong dan main sama adik saya lagi karna adik saya hanyut dan meninggal padahal sebelum banjir setiap hari tangan saya pegal gendong adik saya main dan berantam bersama adik saya saya sedih sekali,banjir tidak gendong main sama adik lagi karna adik hanyut tinggal padahal banjir hari tangan pegal gendong adik main rantam sama adik saya sedih sekali,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,setelah banjir saya tidak bisa gendong dan main sama adik saya lagi karna adik saya hanyut dan meninggal padahal sebelum banjir setiap hari tangan saya pegal gendong adik saya main dan berantam bersama adik saya saya sedih sekali,banjir tidak gendong main sama adik lagi karna adik hanyut tinggal padahal banjir hari tangan pegal gendong adik main rantam sama adik saya sedih sekali,3. Perlindungan Anak,Negatif
Perempuan,12-14 tahun,Tapsel,setelah banjir saya tidak bisa gendong dan main sama adik saya lagi karna adik saya hanyut dan meninggal padahal sebelum banjir setiap hari tangan saya pegal gendong adik saya main dan berantam bersama adik saya saya sedih sekali,banjir tidak gendong main sama adik lagi karna adik hanyut tinggal padahal banjir hari tangan pegal gendong adik main rantam sama adik saya sedih sekali,6. Harapan Anak,Negatif
Perempuan,12-14 tahun,Tapsel,airnya tidak cocok jadi bikin gatalgatal,air cocok jadi bikin gatalgatal,2. Kesehatan,Netral
Perempuan,12-14 tahun,Tapsel,kalo mandi agak jauh jadi kaki pegal ambil nasi juga jauh dan disuruhsuruh orangtua,kalo mandi jauh jadi kaki pegal ambil nasi jauh disuruhsuruh orangtua,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,saya jalan kemana aja yang penting bebas,jalan aja penting bebas,Lainnya,Netral
Perempuan,12-14 tahun,Tapsel,kalo mandi agak jauh ambil nasi juga jauh,kalo mandi jauh ambil nasi jauh,Lainnya,Netral
Perempuan,12-14 tahun,Tapsel,sakit pegal,sakit pegal,2. Kesehatan,Negatif
Perempuan,12-14 tahun,Tapsel,rasanya masih sakit karna jalan jauh dari setelah banjir,rasa sakit karna jalan jauh telah banjir,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,setelah kejadian banjir saya merasakan atau berpikiran seperti apa nantinya jika sekolah saya berhenti dikarenakan bencana yang terjadi di wilayah kami saya merasa cemas akan kejadian yang menimpa tempat kami ini,jadi banjir rasa pikir apa nanti sekolah henti karena bencana jadi wilayah saya rasa cemas jadi timpa tempat ini,1. Pendidikan,Negatif
Perempuan,15-17 tahun,Tapteng,setelah kejadian banjir saya merasakan atau berpikiran seperti apa nantinya jika sekolah saya berhenti dikarenakan bencana yang terjadi di wilayah kami saya merasa cemas akan kejadian yang menimpa tempat kami ini,jadi banjir rasa pikir apa nanti sekolah henti karena bencana jadi wilayah saya rasa cemas jadi timpa tempat ini,3. Perlindungan Anak,Negatif
Perempuan,15-17 tahun,Tapteng,saat banjir terjadi keadaan sekitar itu membuat sedih karena yang awalnya keadaanya baik pada saat banjir menerjang hati hancur rumah yang tenggelam di banjir dan ladang orangorang dengan wajah tegang dan panik sorak sorai ketakutan yang terdengar tangisan plu orangorang berharap datangnya orangorang hebat untuk memberi sedikit harapan wajah sedh orang tua wajah lelah orangorang sekitar mengingat yang biasanya pada saat saat itu orang sekitar melakukan kegiatan dengan wajah hangat bahkan kadang canda tawa yang mengiri saat itu semuanya hanya memiliki harapan pada sang pecipta,banjir jadi ada itu buat sedih awal keadaanya baik banjir terjang hati hancur rumah tenggelam banjir ladang orangorang wajah tegang panik sorak sorai takut dengar tangis plu orangorang harap datang orangorang hebat beri sedikit harap wajah sedh orang tua wajah lelah orangorang ingat biasa saat itu orang laku giat wajah hangat bahkan kadang canda tawa yang iri saat itu semua milik harap sang cipta,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,saat banjir terjadi keadaan sekitar itu membuat sedih karena yang awalnya keadaanya baik pada saat banjir menerjang hati hancur rumah yang tenggelam di banjir dan ladang orangorang dengan wajah tegang dan panik sorak sorai ketakutan yang terdengar tangisan plu orangorang berharap datangnya orangorang hebat untuk memberi sedikit harapan wajah sedh orang tua wajah lelah orangorang sekitar mengingat yang biasanya pada saat saat itu orang sekitar melakukan kegiatan dengan wajah hangat bahkan kadang canda tawa yang mengiri saat itu semuanya hanya memiliki harapan pada sang pecipta,banjir jadi ada itu buat sedih awal keadaanya baik banjir terjang hati hancur rumah tenggelam banjir ladang orangorang wajah tegang panik sorak sorai takut dengar tangis plu orangorang harap datang orangorang hebat beri sedikit harap wajah sedh orang tua wajah lelah orangorang ingat biasa saat itu orang laku giat wajah hangat bahkan kadang canda tawa yang iri saat itu semua milik harap sang cipta,3. Perlindungan Anak,Negatif
Perempuan,15-17 tahun,Tapteng,saat banjir terjadi keadaan sekitar itu membuat sedih karena yang awalnya keadaanya baik pada saat banjir menerjang hati hancur rumah yang tenggelam di banjir dan ladang orangorang dengan wajah tegang dan panik sorak sorai ketakutan yang terdengar tangisan plu orangorang berharap datangnya orangorang hebat untuk memberi sedikit harapan wajah sedh orang tua wajah lelah orangorang sekitar mengingat yang biasanya pada saat saat itu orang sekitar melakukan kegiatan dengan wajah hangat bahkan kadang canda tawa yang mengiri saat itu semuanya hanya memiliki harapan pada sang pecipta,banjir jadi ada itu buat sedih awal keadaanya baik banjir terjang hati hancur rumah tenggelam banjir ladang orangorang wajah tegang panik sorak sorai takut dengar tangis plu orangorang harap datang orangorang hebat beri sedikit harap wajah sedh orang tua wajah lelah orangorang ingat biasa saat itu orang laku giat wajah hangat bahkan kadang canda tawa yang iri saat itu semua milik harap sang cipta,4. Kesejahteraan Sosial,Negatif
Perempuan,15-17 tahun,Tapteng,saat banjir terjadi keadaan sekitar itu membuat sedih karena yang awalnya keadaanya baik pada saat banjir menerjang hati hancur rumah yang tenggelam di banjir dan ladang orangorang dengan wajah tegang dan panik sorak sorai ketakutan yang terdengar tangisan plu orangorang berharap datangnya orangorang hebat untuk memberi sedikit harapan wajah sedh orang tua wajah lelah orangorang sekitar mengingat yang biasanya pada saat saat itu orang sekitar melakukan kegiatan dengan wajah hangat bahkan kadang canda tawa yang mengiri saat itu semuanya hanya memiliki harapan pada sang pecipta,banjir jadi ada itu buat sedih awal keadaanya baik banjir terjang hati hancur rumah tenggelam banjir ladang orangorang wajah tegang panik sorak sorai takut dengar tangis plu orangorang harap datang orangorang hebat beri sedikit harap wajah sedh orang tua wajah lelah orangorang ingat biasa saat itu orang laku giat wajah hangat bahkan kadang canda tawa yang iri saat itu semua milik harap sang cipta,6. Harapan Anak,Negatif
Perempuan,15-17 tahun,Tapteng,pikiran betulbetul campur aduk rasanya pikaran berat seperti pikiran gimana rumahnya yang sudah dibawak banjir mau tidur dimana baju semuanya pada basah orang tua gimana orangorang gimana mau sekolah gimana setalah saat ini aku bersyukur pada tuhan hingga saat ini masih sehat kuat dan merasa lebih baik,pikir betulbetul campur aduk rasa pikaran berat pikir gimana rumah sudah bawak banjir mau tidur baju semua basah orang tua gimana orangorang gimana mau sekolah gimana seta ini aku syukur tuhan hingga ini sehat kuat rasa lebih baik,1. Pendidikan,Positif
Perempuan,15-17 tahun,Tapteng,pikiran betulbetul campur aduk rasanya pikaran berat seperti pikiran gimana rumahnya yang sudah dibawak banjir mau tidur dimana baju semuanya pada basah orang tua gimana orangorang gimana mau sekolah gimana setalah saat ini aku bersyukur pada tuhan hingga saat ini masih sehat kuat dan merasa lebih baik,pikir betulbetul campur aduk rasa pikaran berat pikir gimana rumah sudah bawak banjir mau tidur baju semua basah orang tua gimana orangorang gimana mau sekolah gimana seta ini aku syukur tuhan hingga ini sehat kuat rasa lebih baik,4. Kesejahteraan Sosial,Positif
Perempuan,15-17 tahun,Tapteng,pikiran betulbetul campur aduk rasanya pikaran berat seperti pikiran gimana rumahnya yang sudah dibawak banjir mau tidur dimana baju semuanya pada basah orang tua gimana orangorang gimana mau sekolah gimana setalah saat ini aku bersyukur pada tuhan hingga saat ini masih sehat kuat dan merasa lebih baik,pikir betulbetul campur aduk rasa pikaran berat pikir gimana rumah sudah bawak banjir mau tidur baju semua basah orang tua gimana orangorang gimana mau sekolah gimana seta ini aku syukur tuhan hingga ini sehat kuat rasa lebih baik,5. Pengetahuan Bencana,Positif
Perempuan,15-17 tahun,Tapteng,pikiran betulbetul campur aduk rasanya pikaran berat seperti pikiran gimana rumahnya yang sudah dibawak banjir mau tidur dimana baju semuanya pada basah orang tua gimana orangorang gimana mau sekolah gimana setalah saat ini aku bersyukur pada tuhan hingga saat ini masih sehat kuat dan merasa lebih baik,pikir betulbetul campur aduk rasa pikaran berat pikir gimana rumah sudah bawak banjir mau tidur baju semua basah orang tua gimana orangorang gimana mau sekolah gimana seta ini aku syukur tuhan hingga ini sehat kuat rasa lebih baik,6. Harapan Anak,Positif
Perempuan,15-17 tahun,Tapteng,disaat terjadinya bencana saya merasa sedih takut dan cemas tepat pada tanggal november kami sangat membutuhkan beras karena tidak sempat membawa beras yang sudah teredam dirumah karena banjir bandang surut selama hari setelah surut kami sangat capek membershkan lumpur yang setinggi paha selama minggu baru bersh,saat jadi bencana rasa sedih takut cemas tepat tanggal november sangat butuh beras tidak sempat bawa beras sudah redam rumah banjir bandang surut lama hari surut sangat capek membershkan lumpur setinggi paha lama minggu baru bersh,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,disaat terjadinya bencana saya merasa sedih takut dan cemas tepat pada tanggal november kami sangat membutuhkan beras karena tidak sempat membawa beras yang sudah teredam dirumah karena banjir bandang surut selama hari setelah surut kami sangat capek membershkan lumpur yang setinggi paha selama minggu baru bersh,saat jadi bencana rasa sedih takut cemas tepat tanggal november sangat butuh beras tidak sempat bawa beras sudah redam rumah banjir bandang surut lama hari surut sangat capek membershkan lumpur setinggi paha lama minggu baru bersh,3. Perlindungan Anak,Negatif
Perempuan,15-17 tahun,Tapteng,disaat terjadinya bencana saya merasa sedih takut dan cemas tepat pada tanggal november kami sangat membutuhkan beras karena tidak sempat membawa beras yang sudah teredam dirumah karena banjir bandang surut selama hari setelah surut kami sangat capek membershkan lumpur yang setinggi paha selama minggu baru bersh,saat jadi bencana rasa sedih takut cemas tepat tanggal november sangat butuh beras tidak sempat bawa beras sudah redam rumah banjir bandang surut lama hari surut sangat capek membershkan lumpur setinggi paha lama minggu baru bersh,4. Kesejahteraan Sosial,Negatif
Perempuan,15-17 tahun,Tapteng,disaat terjadinya bencana saya merasa sedih takut dan cemas tepat pada tanggal november kami sangat membutuhkan beras karena tidak sempat membawa beras yang sudah teredam dirumah karena banjir bandang surut selama hari setelah surut kami sangat capek membershkan lumpur yang setinggi paha selama minggu baru bersh,saat jadi bencana rasa sedih takut cemas tepat tanggal november sangat butuh beras tidak sempat bawa beras sudah redam rumah banjir bandang surut lama hari surut sangat capek membershkan lumpur setinggi paha lama minggu baru bersh,6. Harapan Anak,Negatif
Perempuan,15-17 tahun,Tapteng,saya merasakan pasca bencana banjr keadaan ekonommi keuangan keluarga kami menjadi terhambat karena akses jalan tertutup di daerah anggoli kami sekeluarga sudah pasrah ada pun bantuan itulah yang kami cukupcukupkan untuk bertahan hidup,rasa pasca bencana banjr ada ekonommi uang keluarga jadi hambat akses jalan tutup daerah anggoli keluarga pasrah pun bantu yang cukupcukupkan tahan hidup,3. Perlindungan Anak,Netral
Perempuan,15-17 tahun,Tapteng,saya merasakan pasca bencana banjr keadaan ekonommi keuangan keluarga kami menjadi terhambat karena akses jalan tertutup di daerah anggoli kami sekeluarga sudah pasrah ada pun bantuan itulah yang kami cukupcukupkan untuk bertahan hidup,rasa pasca bencana banjr ada ekonommi uang keluarga jadi hambat akses jalan tutup daerah anggoli keluarga pasrah pun bantu yang cukupcukupkan tahan hidup,4. Kesejahteraan Sosial,Netral
Perempuan,15-17 tahun,Tapteng,saya merasakan pasca bencana banjr keadaan ekonommi keuangan keluarga kami menjadi terhambat karena akses jalan tertutup di daerah anggoli kami sekeluarga sudah pasrah ada pun bantuan itulah yang kami cukupcukupkan untuk bertahan hidup,rasa pasca bencana banjr ada ekonommi uang keluarga jadi hambat akses jalan tutup daerah anggoli keluarga pasrah pun bantu yang cukupcukupkan tahan hidup,5. Pengetahuan Bencana,Netral
Perempuan,15-17 tahun,Tapteng,saat banjir terjadi yang saya rasakan adalah rasa ketakutan dan kegelisahaan dan sampai saat ini masih ada ketakutan tentang banjir bandang terjadi,banjir jadi saya rasa rasa takut kegelisahaan sampai ini ada takut banjir bandang jadi,3. Perlindungan Anak,Negatif
Perempuan,15-17 tahun,Tapteng,perasaan saya saat banjir terjadi adalah cemas takut khawatir gelisah sedih dan bngung,asa saat banjir jadi cemas takut khawatir gelisah sedih bngung,3. Perlindungan Anak,Negatif
Perempuan,15-17 tahun,Tapteng,ekonomi orang tua menurun selama bencana,ekonomi orang tua turun lama bencana,Lainnya,Netral
Perempuan,15-17 tahun,Tapteng,bahan makanan susah dan semua pada mahalmahal,bahan makan susah semua mahalmahal,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,perasaan saya saat banjir sedang awal banjir saya merasa cemas dan takut karena genangan air yang hampir malam kian tinggi bercampur dengan gelondongan kayukayu kecil dan sedang yang datang dari belakang rumah ditambah dengan campuran air dan lumpur,asa saat banjir sedang awal banjir rasa cemas takut genang air hampir malam kian tinggi campur gelondong kayukayu kecil sedang datang belakang rumah tambah campur air lumpur,2. Kesehatan,Negatif
